word_id	text_id	sentence_id	word_form	word_gloss	sent_audio_start	sent_audio_end	sent_form	sent_translation
67	1	ORIGTAMs15	³ca	NA	83.0705	86.1134	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-r' ²pit-cim-ro	et ils envoyèrent le plus jeune laver les boyaux
68	1	ORIGTAMs15	¹cjaŋpa-ca	NA	83.0705	86.1134	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-r' ²pit-cim-ro	et ils envoyèrent le plus jeune laver les boyaux
69	1	ORIGTAMs15	³kruŋ	NA	83.0705	86.1134	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-r' ²pit-cim-ro	et ils envoyèrent le plus jeune laver les boyaux
70	1	ORIGTAMs15	²khru-pa-r'	NA	83.0705	86.1134	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-r' ²pit-cim-ro	et ils envoyèrent le plus jeune laver les boyaux
71	1	ORIGTAMs15	²pit-cim-ro	NA	83.0705	86.1134	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-r' ²pit-cim-ro	et ils envoyèrent le plus jeune laver les boyaux
72	1	ORIGTAMs16	³ca	NA	87.5178	90.6475	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-ri ²pit-ma	ils envoyèrent le plus jeune laver les boyaux
73	1	ORIGTAMs16	¹cjaŋpa-ca	NA	87.5178	90.6475	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-ri ²pit-ma	ils envoyèrent le plus jeune laver les boyaux
74	1	ORIGTAMs16	³kruŋ	NA	87.5178	90.6475	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-ri ²pit-ma	ils envoyèrent le plus jeune laver les boyaux
75	1	ORIGTAMs16	²khru-pa-ri	NA	87.5178	90.6475	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-ri ²pit-ma	ils envoyèrent le plus jeune laver les boyaux
76	1	ORIGTAMs16	²pit-ma	NA	87.5178	90.6475	³ca ¹cjaŋpa-ca ³kruŋ ²khru-pa-ri ²pit-ma	ils envoyèrent le plus jeune laver les boyaux
77	1	ORIGTAMs17	³kruŋ	NA	93.0925	95.2007	³kruŋ ²khru-si ³pa-ma	et quand il rapporta les boyaux lavés
78	1	ORIGTAMs17	²khru-si	NA	93.0925	95.2007	³kruŋ ²khru-si ³pa-ma	et quand il rapporta les boyaux lavés
79	1	ORIGTAMs17	³pa-ma	NA	93.0925	95.2007	³kruŋ ²khru-si ³pa-ma	et quand il rapporta les boyaux lavés
80	1	ORIGTAMs18	³cjocjo	NA	95.2007	98.1566	³cjocjo ⁴ni:-se ¹tik ¹la-cim-ro ³pi-sam	que firent ses deux grands frères
81	1	ORIGTAMs18	⁴ni:-se	NA	95.2007	98.1566	³cjocjo ⁴ni:-se ¹tik ¹la-cim-ro ³pi-sam	que firent ses deux grands frères
82	1	ORIGTAMs18	¹tik	NA	95.2007	98.1566	³cjocjo ⁴ni:-se ¹tik ¹la-cim-ro ³pi-sam	que firent ses deux grands frères
83	1	ORIGTAMs18	¹la-cim-ro	NA	95.2007	98.1566	³cjocjo ⁴ni:-se ¹tik ¹la-cim-ro ³pi-sam	que firent ses deux grands frères
84	1	ORIGTAMs18	³pi-sam	NA	95.2007	98.1566	³cjocjo ⁴ni:-se ¹tik ¹la-cim-ro ³pi-sam	que firent ses deux grands frères
85	1	ORIGTAMs19	¹sja	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
86	1	ORIGTAMs19	²khraŋ-si	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
87	1	ORIGTAMs19	(bis)	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
88	1	ORIGTAMs19	³ol'	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
89	1	ORIGTAMs19	¹la-si	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
90	1	ORIGTAMs19	bag	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
91	1	ORIGTAMs19	²som	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
92	1	ORIGTAMs19	¹la-si	NA	98.9281	105.6874	¹sja ²khraŋ-si, (bis) ³ol' ¹la-si, bag ²som ¹la-si	ayant rôti la viande, (bis) comme ça, ils en firent trois parts
93	1	ORIGTAMs20	³cjocjo	NA	106.4759	108.6520	³cjocjo ⁴ni:-la ¹sja-cati ²tok ²sum ¹than-cim-ro	les deux grands frères cachèrent vite leur part 
94	1	ORIGTAMs20	⁴ni:-la	NA	106.4759	108.6520	³cjocjo ⁴ni:-la ¹sja-cati ²tok ²sum ¹than-cim-ro	les deux grands frères cachèrent vite leur part 
95	1	ORIGTAMs20	¹sja-cati	NA	106.4759	108.6520	³cjocjo ⁴ni:-la ¹sja-cati ²tok ²sum ¹than-cim-ro	les deux grands frères cachèrent vite leur part 
96	1	ORIGTAMs20	²tok	NA	106.4759	108.6520	³cjocjo ⁴ni:-la ¹sja-cati ²tok ²sum ¹than-cim-ro	les deux grands frères cachèrent vite leur part 
97	1	ORIGTAMs20	²sum	NA	106.4759	108.6520	³cjocjo ⁴ni:-la ¹sja-cati ²tok ²sum ¹than-cim-ro	les deux grands frères cachèrent vite leur part 
98	1	ORIGTAMs20	¹than-cim-ro	NA	106.4759	108.6520	³cjocjo ⁴ni:-la ¹sja-cati ²tok ²sum ¹than-cim-ro	les deux grands frères cachèrent vite leur part 
99	1	ORIGTAMs21	³kruŋ	NA	108.6520	110.6233	³kruŋ ²khru-si ¹kha-pa ¹cjaŋpa-ca-la ¹sja	et la part du jeune frère qui revenait ayant lavé les boyaux
100	1	ORIGTAMs21	²khru-si	NA	108.6520	110.6233	³kruŋ ²khru-si ¹kha-pa ¹cjaŋpa-ca-la ¹sja	et la part du jeune frère qui revenait ayant lavé les boyaux
101	1	ORIGTAMs21	¹kha-pa	NA	108.6520	110.6233	³kruŋ ²khru-si ¹kha-pa ¹cjaŋpa-ca-la ¹sja	et la part du jeune frère qui revenait ayant lavé les boyaux
102	1	ORIGTAMs21	¹cjaŋpa-ca-la	NA	108.6520	110.6233	³kruŋ ²khru-si ¹kha-pa ¹cjaŋpa-ca-la ¹sja	et la part du jeune frère qui revenait ayant lavé les boyaux
103	1	ORIGTAMs21	¹sja	NA	108.6520	110.6233	³kruŋ ²khru-si ¹kha-pa ¹cjaŋpa-ca-la ¹sja	et la part du jeune frère qui revenait ayant lavé les boyaux
104	1	ORIGTAMs22	¹ale	NA	111.2559	113.2639	« ¹ale, ¹ale, ¹in-che-m ³tolon ¹ca-ci	« frère, frère, nous autres avons mangé avant
105	1	ORIGTAMs22	¹ale	NA	111.2559	113.2639	« ¹ale, ¹ale, ¹in-che-m ³tolon ¹ca-ci	« frère, frère, nous autres avons mangé avant
106	1	ORIGTAMs22	¹in-che-m	NA	111.2559	113.2639	« ¹ale, ¹ale, ¹in-che-m ³tolon ¹ca-ci	« frère, frère, nous autres avons mangé avant
107	1	ORIGTAMs22	³tolon	NA	111.2559	113.2639	« ¹ale, ¹ale, ¹in-che-m ³tolon ¹ca-ci	« frère, frère, nous autres avons mangé avant
108	1	ORIGTAMs22	¹ca-ci	NA	111.2559	113.2639	« ¹ale, ¹ale, ¹in-che-m ³tolon ¹ca-ci	« frère, frère, nous autres avons mangé avant
109	1	ORIGTAMs23	²ai-la	NA	114.0249	115.5469	²ai-la bag ²cu-ri ¹mu-la »	ta part est ici »,
110	1	ORIGTAMs23	bag	NA	114.0249	115.5469	²ai-la bag ²cu-ri ¹mu-la »	ta part est ici »,
111	1	ORIGTAMs23	²cu-ri	NA	114.0249	115.5469	²ai-la bag ²cu-ri ¹mu-la »	ta part est ici »,
112	1	ORIGTAMs23	¹mu-la	NA	114.0249	115.5469	²ai-la bag ²cu-ri ¹mu-la »	ta part est ici »,
113	1	ORIGTAMs24	³pi-si	NA	116.8397	118.8844	³pi-si ³cjot' ⁴ni:-se ²paŋ-cim-ro	dirent les deux frères aînés.
114	1	ORIGTAMs24	³cjot'	NA	116.8397	118.8844	³pi-si ³cjot' ⁴ni:-se ²paŋ-cim-ro	dirent les deux frères aînés.
115	1	ORIGTAMs24	⁴ni:-se	NA	116.8397	118.8844	³pi-si ³cjot' ⁴ni:-se ²paŋ-cim-ro	dirent les deux frères aînés.
116	1	ORIGTAMs24	²paŋ-cim-ro	NA	116.8397	118.8844	³pi-si ³cjot' ⁴ni:-se ²paŋ-cim-ro	dirent les deux frères aînés.
117	1	ORIGTAMs25	³osem	NA	120.9941	123.5591	³osem, ¹cjon-se ³hin-pa-n ¹mu ¹ta-nam biswas ¹la-si	alors, le jeune frère, crut que c'était vrai
118	1	ORIGTAMs25	¹cjon-se	NA	120.9941	123.5591	³osem, ¹cjon-se ³hin-pa-n ¹mu ¹ta-nam biswas ¹la-si	alors, le jeune frère, crut que c'était vrai
119	1	ORIGTAMs25	³hin-pa-n	NA	120.9941	123.5591	³osem, ¹cjon-se ³hin-pa-n ¹mu ¹ta-nam biswas ¹la-si	alors, le jeune frère, crut que c'était vrai
120	1	ORIGTAMs25	¹mu	NA	120.9941	123.5591	³osem, ¹cjon-se ³hin-pa-n ¹mu ¹ta-nam biswas ¹la-si	alors, le jeune frère, crut que c'était vrai
121	1	ORIGTAMs25	¹ta-nam	NA	120.9941	123.5591	³osem, ¹cjon-se ³hin-pa-n ¹mu ¹ta-nam biswas ¹la-si	alors, le jeune frère, crut que c'était vrai
122	1	ORIGTAMs25	biswas	NA	120.9941	123.5591	³osem, ¹cjon-se ³hin-pa-n ¹mu ¹ta-nam biswas ¹la-si	alors, le jeune frère, crut que c'était vrai
123	1	ORIGTAMs25	¹la-si	NA	120.9941	123.5591	³osem, ¹cjon-se ³hin-pa-n ¹mu ¹ta-nam biswas ¹la-si	alors, le jeune frère, crut que c'était vrai
124	1	ORIGTAMs26	biswas	NA	125.9577	129.2516	biswas ¹la-si, ³oca ¹sja ¹ca-ci	il le crut, et mangea la viande
125	1	ORIGTAMs26	¹la-si	NA	125.9577	129.2516	biswas ¹la-si, ³oca ¹sja ¹ca-ci	il le crut, et mangea la viande
126	1	ORIGTAMs26	³oca	NA	125.9577	129.2516	biswas ¹la-si, ³oca ¹sja ¹ca-ci	il le crut, et mangea la viande
127	1	ORIGTAMs26	¹sja	NA	125.9577	129.2516	biswas ¹la-si, ³oca ¹sja ¹ca-ci	il le crut, et mangea la viande
128	1	ORIGTAMs26	¹ca-ci	NA	125.9577	129.2516	biswas ¹la-si, ³oca ¹sja ¹ca-ci	il le crut, et mangea la viande
129	1	ORIGTAMs27	¹sja	NA	129.6907	131.5818	¹sja ¹ca-si ³cin-si, 	quand il eut mangé la viande, 
130	1	ORIGTAMs27	¹ca-si	NA	129.6907	131.5818	¹sja ¹ca-si ³cin-si, 	quand il eut mangé la viande, 
131	1	ORIGTAMs27	³cin-si	NA	129.6907	131.5818	¹sja ¹ca-si ³cin-si, 	quand il eut mangé la viande, 
132	1	ORIGTAMs28	³cjot	NA	132.6207	134.1645	³cjot ⁴ni:-se ¹tik ³pi-cim-ro	que dirent les deux aînés?
133	1	ORIGTAMs28	⁴ni:-se	NA	132.6207	134.1645	³cjot ⁴ni:-se ¹tik ³pi-cim-ro	que dirent les deux aînés?
134	1	ORIGTAMs28	¹tik	NA	132.6207	134.1645	³cjot ⁴ni:-se ¹tik ³pi-cim-ro	que dirent les deux aînés?
135	1	ORIGTAMs28	³pi-cim-ro	NA	132.6207	134.1645	³cjot ⁴ni:-se ¹tik ³pi-cim-ro	que dirent les deux aînés?
136	1	ORIGTAMs29	¹ale	NA	134.1645	136.0452	« ¹ale, ²ai ²khatpa pa:pi,	« frère, quel pêcheur tu es
137	1	ORIGTAMs29	²ai	NA	134.1645	136.0452	« ¹ale, ²ai ²khatpa pa:pi,	« frère, quel pêcheur tu es
138	1	ORIGTAMs29	²khatpa	NA	134.1645	136.0452	« ¹ale, ²ai ²khatpa pa:pi,	« frère, quel pêcheur tu es
139	1	ORIGTAMs29	pa:pi	NA	134.1645	136.0452	« ¹ale, ²ai ²khatpa pa:pi,	« frère, quel pêcheur tu es
140	1	ORIGTAMs30	janma	NA	136.3289	137.5983	janma ¹pin-pa ¹ap'-la, 	 le père qui donne la vie
141	1	ORIGTAMs30	¹pin-pa	NA	136.3289	137.5983	janma ¹pin-pa ¹ap'-la, 	 le père qui donne la vie
142	1	ORIGTAMs30	¹ap'-la	NA	136.3289	137.5983	janma ¹pin-pa ¹ap'-la, 	 le père qui donne la vie
143	1	ORIGTAMs31	janma-n	NA	137.5983	139.6277	janma-n ¹pin-pa ¹am'-la ¹sja suttai ¹ca ²kham-cim 	la mère qui donne la vie, tu a pu manger sa chair sans broncher, 
144	1	ORIGTAMs31	¹pin-pa	NA	137.5983	139.6277	janma-n ¹pin-pa ¹am'-la ¹sja suttai ¹ca ²kham-cim 	la mère qui donne la vie, tu a pu manger sa chair sans broncher, 
145	1	ORIGTAMs31	¹am'-la	NA	137.5983	139.6277	janma-n ¹pin-pa ¹am'-la ¹sja suttai ¹ca ²kham-cim 	la mère qui donne la vie, tu a pu manger sa chair sans broncher, 
146	1	ORIGTAMs31	¹sja	NA	137.5983	139.6277	janma-n ¹pin-pa ¹am'-la ¹sja suttai ¹ca ²kham-cim 	la mère qui donne la vie, tu a pu manger sa chair sans broncher, 
147	1	ORIGTAMs31	suttai	NA	137.5983	139.6277	janma-n ¹pin-pa ¹am'-la ¹sja suttai ¹ca ²kham-cim 	la mère qui donne la vie, tu a pu manger sa chair sans broncher, 
148	1	ORIGTAMs31	¹ca	NA	137.5983	139.6277	janma-n ¹pin-pa ¹am'-la ¹sja suttai ¹ca ²kham-cim 	la mère qui donne la vie, tu a pu manger sa chair sans broncher, 
149	1	ORIGTAMs31	²kham-cim	NA	137.5983	139.6277	janma-n ¹pin-pa ¹am'-la ¹sja suttai ¹ca ²kham-cim 	la mère qui donne la vie, tu a pu manger sa chair sans broncher, 
